VM Name,Host,IP Addresses,Cores,Memory Capacity,Storage,Controller Read IOPS,Controller Write IOPS,Controller IO Bandwidth,Backup and Recovery Capable,Flash Mode,CPU Usage,Memory Usage,Controller Avg IO Latency,Timestamp
Ping-Test,NTNX-J9023FVM-A/AHV,172.22.3.10 | 192.168.136.100 | 10.254.254.2,8,8 GiB,50.6 GiB / 55.65 GiB,0,0,0 KBps,Yes,No,82.42%,59.70%,1.10 ms,2025-04-22T09:44:13.521604
PoC_K2lis-VM01,NTNX-J9023FVM-A/AHV,10.1.12.10,2,4 GiB,20.98 GiB / 50 GiB,0,0,0 KBps,Yes,No,27.47%,94.96%,9.99 ms,2025-04-22T09:44:13.521604
PoC_VC4-APP01,,,16,32 GiB,9.48 GiB / 204.87 GiB,-,-,-,Yes,No,94.57%,24.59%,3.81 ms,2025-04-22T09:44:13.521604
PoC_VC4-DB01,,,32,64 GiB,10.21 GiB / 0.98 TiB,-,-,-,Yes,No,78.66%,36.36%,3.16 ms,2025-04-22T09:44:13.521604
PoC_VC4-MED01,,,16,32 GiB,9.47 GiB / 204.87 GiB,-,-,-,Yes,No,91.95%,23.31%,4.42 ms,2025-04-22T09:44:13.521604
PoC_VC4-WEB01,,,16,32 GiB,14.31 GiB / 204.87 GiB,-,-,-,Yes,No,82.30%,43.39%,9.58 ms,2025-04-22T09:44:13.521604
Prism-Central-01,NTNX-J9023FVM-A/AHV,172.22.2.2,10,30 GiB,99.68 GiB / 1.02 TiB,0,55,606 KBps,Yes,No,89.45%,52.75%,9.67 ms,2025-04-22T09:44:13.521604
Prism_Central,,,6,26 GiB,201.03 GiB / 641.44 GiB,-,-,-,Yes,No,21.98%,73.03%,6.07 ms,2025-04-22T09:44:13.521604
QUALITY-COLLECT01,NTNX-J3014839-A/AHV,192.168.60.183,8,16 GiB,175.25 GiB / 200 GiB,0,1,5 KBps,Yes,No,82.03%,96.65%,5.78 ms,2025-04-22T09:44:13.521604
QUALITY-COLLECT01-clone-15032021,,,8,32 GiB,126.3 GiB / 200 GiB,-,-,-,Yes,No,44.92%,73.82%,9.72 ms,2025-04-22T09:44:13.521604
QUALITY-COLLECT01-clone-19082021,,,8,16 GiB,137.01 GiB / 200 GiB,-,-,-,Yes,No,36.47%,38.92%,8.55 ms,2025-04-22T09:44:13.521604
QUALITY-CPE_MGMT01,NTNX-J900RCNW-A/AHV,172.30.25.203 | 172.30.6.34 | 172.22.3.101 | 192.168.60.181,16,16 GiB,71.17 GiB / 205.74 GiB,0,15,329 KBps,Yes,No,9.58%,0.06%,8.36 ms,2025-04-22T09:44:13.521604
QUALITY-GESTION01,NTNX-J900RCNW-A/AHV,192.168.60.180,8,48 GiB,450.9 GiB / 800 GiB,4,6,137 KBps,Yes,No,71.98%,32.94%,5.25 ms,2025-04-22T09:44:13.521604
QUALITY-GESTION01-clone-13012023,,,8,48 GiB,4.94 GiB / 800 GiB,-,-,-,Yes,No,40.52%,28.18%,8.25 ms,2025-04-22T09:44:13.521604
QUALITY-GESTION01-clone-30062021,,,4,24 GiB,230.02 GiB / 300 GiB,-,-,-,Yes,No,33.10%,13.70%,7.78 ms,2025-04-22T09:44:13.521604
QUALITY-NPRINTING01,NTNX-J3014839-A/AHV,192.168.60.178,8,8 GiB,42.49 GiB / 50 GiB,0,5,45 KBps,Yes,No,47.39%,47.10%,4.56 ms,2025-04-22T09:44:13.521604
QUALITY-NPRINTING01-clone-15032021,,,8,8 GiB,35.12 GiB / 50 GiB,-,-,-,Yes,No,84.15%,59.73%,9.17 ms,2025-04-22T09:44:13.521604
QUALITY-NPRINTING01-clone-30062021,,,8,8 GiB,40.17 GiB / 50 GiB,-,-,-,Yes,No,42.34%,46.70%,1.81 ms,2025-04-22T09:44:13.521604
QUALITY-QLickView02,NTNX-J3014837-A/AHV,192.168.60.179,16,72 GiB,54.08 GiB / 305.36 GiB,1,3,61 KBps,Yes,No,32.23%,78.28%,9.06 ms,2025-04-22T09:44:13.521604
QUALITY-QlikView01,NTNX-J3014839-A/AHV,192.168.60.185,8,72 GiB,68.83 GiB / 0.98 TiB,1,2,48 KBps,Yes,No,25.04%,80.49%,8.20 ms,2025-04-22T09:44:13.521604
QUALITY-QlikView01-clone-13012023,,,8,72 GiB,40.01 GiB / 0.98 TiB,-,-,-,Yes,No,99.40%,71.29%,5.84 ms,2025-04-22T09:44:13.521604
QUALITY-QlikView01-clone-30062021,,,8,24 GiB,14.33 GiB / 0.98 TiB,-,-,-,Yes,No,79.72%,98.40%,7.57 ms,2025-04-22T09:44:13.521604
QUALITY-QlikView01-clone27082024,,,8,72 GiB,69.96 GiB / 0.98 TiB,-,-,-,Yes,No,62.42%,92.18%,5.86 ms,2025-04-22T09:44:13.521604
Radius-04-01-2021,,,8,8 GiB,49.46 GiB / 100 GiB,-,-,-,Yes,No,53.77%,99.56%,8.42 ms,2025-04-22T09:44:13.521604
RADIUS-PERSONNEL-TT,NTNX-J302KCTX-A/AHV,172.30.9.131 | 172.30.9.180 | 10.12.11.4,8,8 GiB,98.88 GiB / 100 GiB,0,0,6 KBps,Yes,No,27.49%,49.99%,4.70 ms,2025-04-22T09:44:13.521604
RADIUS-PERSONNEL-TT-clone03032023,,,8,8 GiB,97.97 GiB / 100 GiB,-,-,-,Yes,No,99.82%,7.49%,2.72 ms,2025-04-22T09:44:13.521604
RADIUS-STAGING-UX-ACCT-01,NTNX-J3014836-A/AHV,172.30.58.100 | 172.30.58.67,4,8 GiB,46.98 GiB / 100 GiB,0,0,0 KBps,Yes,No,91.70%,77.03%,5.38 ms,2025-04-22T09:44:13.521604
RADIUS-STAGING-UX-API-01,NTNX-J3014838-A/AHV,172.30.58.101 | 172.30.58.83,4,8 GiB,33.78 GiB / 100 GiB,0,0,2 KBps,Yes,No,75.49%,5.59%,9.01 ms,2025-04-22T09:44:13.521604
RADIUS-STAGING-UX-AUTH-01,NTNX-J900RCNW-A/AHV,172.30.58.99 | 172.30.58.66,4,8 GiB,4.96 GiB / 100 GiB,0,0,0 KBps,Yes,No,19.18%,31.92%,7.21 ms,2025-04-22T09:44:13.521604
RADIUS-STAGING-UX-DB-ACCT-01,NTNX-J3014838-A/AHV,172.30.58.104,12,16 GiB,14.14 GiB / 500 GiB,0,0,0 KBps,Yes,No,36.57%,27.73%,6.79 ms,2025-04-22T09:44:13.521604
RADIUS-STAGING-UX-DB-AUTH-01,NTNX-J3014836-A/AHV,172.30.58.103,12,16 GiB,12.33 GiB / 500 GiB,0,0,0 KBps,Yes,No,59.58%,94.38%,7.11 ms,2025-04-22T09:44:13.521604
RADIUS-STAGING-UX-GUI-01,NTNX-J30212D6-A/AHV,172.30.58.102,4,8 GiB,57.9 GiB / 100 GiB,0,0,5 KBps,Yes,No,60.47%,29.41%,8.99 ms,2025-04-22T09:44:13.521604
RADIUS-TT-WAFFI,NTNX-J302KCTX-A/AHV,172.30.9.135 | 10.12.11.5 | 172.30.9.179,8,8 GiB,86.44 GiB / 100 GiB,-,-,-,Yes,No,72.75%,62.27%,2.21 ms,2025-04-22T09:44:13.521604
RADIUS-TT-WAFFI-clone03032023,,,8,8 GiB,86.42 GiB / 100 GiB,-,-,-,Yes,No,3.67%,94.00%,3.35 ms,2025-04-22T09:44:13.521604
RADIUS-UX-ACCT-01,NTNX-J3014836-A/AHV,172.30.39.132 | 172.30.39.164 | 172.30.39.148,12,32 GiB,53.81 GiB / 100 GiB,0,0,4 KBps,Yes,No,25.02%,69.08%,8.95 ms,2025-04-22T09:44:13.521604
RADIUS-UX-API-01,NTNX-J30212D6-A/AHV,172.30.39.180 | 172.30.39.165 | 172.30.39.149,6,24 GiB,34.23 GiB / 100 GiB,0,0,0 KBps,Yes,No,16.84%,29.39%,2.58 ms,2025-04-22T09:44:13.521604
RADIUS-UX-AUTH-01,NTNX-J3014838-A/AHV,172.30.39.131 | 172.30.39.163 | 172.30.39.147,12,32 GiB,5.44 GiB / 100 GiB,0,0,9 KBps,Yes,No,99.23%,40.57%,3.62 ms,2025-04-22T09:44:13.521604
RADIUS-UX-DB-ACCT-01,NTNX-J302KCTX-A/AHV,172.30.39.168 | 172.30.39.152,32,128 GiB,27.17 GiB / 500 GiB,4,46,990 KBps,Yes,No,44.57%,61.70%,9.19 ms,2025-04-22T09:44:13.521604
RADIUS-UX-DB-AUTH-01,NTNX-J30212D6-A/AHV,172.30.39.167 | 172.30.39.151,32,128 GiB,12.21 GiB / 500 GiB,0,21,263 KBps,Yes,No,29.63%,78.88%,7.86 ms,2025-04-22T09:44:13.521604
RADIUS-UX-GUI-01,NTNX-J302KCTX-A/AHV,172.30.39.166 | 172.30.39.179 | 172.30.39.150,6,24 GiB,58.02 GiB / 100 GiB,0,0,5 KBps,Yes,No,43.88%,84.58%,4.86 ms,2025-04-22T09:44:13.521604
RADIUS_ACS-CORE01,NTNX-J9023FVL-A/AHV,172.31.107.196 | 172.31.107.211 | 172.31.107.244 | 172.31.107.232,12,32 GiB,9.31 GiB / 100 GiB,0,0,0 KBps,Yes,No,30.85%,99.72%,1.41 ms,2025-04-22T09:44:13.521604
RADIUS_ACS-CORE02,NTNX-J9023FVM-A/AHV,172.31.107.197 | 172.31.107.195 | 172.31.107.212 | 172.31.107.243 | 172.31.107.245 | 172.31.107.227 | 172.31.107.231,12,32 GiB,10.05 GiB / 100 GiB,0,0,1 KBps,Yes,No,27.21%,0.08%,7.80 ms,2025-04-22T09:44:13.521604
RADIUS_ACS-DB01,NTNX-J9023FVM-A/AHV,172.31.107.215 | 172.31.107.248,32,128 GiB,12.11 GiB / 500 GiB,0,2,18 KBps,Yes,No,8.05%,28.60%,3.87 ms,2025-04-22T09:44:13.521604
RADIUS_ACS-DB02,NTNX-J9023FVL-A/AHV,172.31.107.216 | 172.31.107.249,32,128 GiB,12.6 GiB / 500 GiB,0,1,11 KBps,Yes,No,62.59%,66.32%,5.31 ms,2025-04-22T09:44:13.521604
RADIUS_ACS-GUI01,NTNX-J9023FVL-A/AHV,172.31.107.213 | 172.31.107.228 | 172.31.107.246,6,24 GiB,16.22 GiB / 100 GiB,0,0,0 KBps,Yes,No,5.53%,94.63%,2.51 ms,2025-04-22T09:44:13.521604
RADIUS_ACS-GUI02,NTNX-J9023FVL-A/AHV,172.31.107.214 | 172.31.107.229 | 172.31.107.230 | 172.31.107.247 | 172.31.107.250,6,24 GiB,14.64 GiB / 100 GiB,0,0,0 KBps,Yes,No,8.45%,97.97%,3.16 ms,2025-04-22T09:44:13.521604
RBT-App-DB-01,NTNX-J3014836-A/AHV,172.31.70.15 | 172.31.70.144,12,128 GiB,2.15 TiB / 2.34 TiB,0,66,1.19 MBps,Yes,No,76.27%,79.70%,1.14 ms,2025-04-22T09:44:13.521604
RBT-App-DB-02,NTNX-J302KCTX-A/AHV,172.31.70.16 | 172.31.70.145,12,128 GiB,837.25 GiB / 2.34 TiB,0,88,1.54 MBps,Yes,No,22.65%,17.53%,4.45 ms,2025-04-22T09:44:13.521604
RBT-Application-Server-01,NTNX-J3014836-A/AHV,172.31.70.11 | 172.31.70.140 | 172.31.70.168,12,64 GiB,335.1 GiB / 400 GiB,9,6,1.38 MBps,Yes,No,99.11%,91.61%,2.32 ms,2025-04-22T09:44:13.521604
RBT-Application-Server-01 30112021,,,12,64 GiB,324.39 GiB / 404.24 GiB,-,-,-,Yes,No,89.05%,72.25%,8.21 ms,2025-04-22T09:44:13.521604
RBT-Application-Server-01 Clone 01-12-2021,,,12,64 GiB,322.2 GiB / 400 GiB,-,-,-,Yes,No,52.49%,78.39%,8.91 ms,2025-04-22T09:44:13.521604
RBT-Application-Server-02,NTNX-J3014839-A/AHV,172.31.70.12 | 172.31.70.141 | 172.31.70.169,12,64 GiB,328.72 GiB / 400 GiB,10,4,154 KBps,Yes,No,36.60%,68.07%,8.94 ms,2025-04-22T09:44:13.521604
RBT-Application-Server-02-clone-30112021,,,12,64 GiB,132.85 GiB / 400 GiB,-,-,-,Yes,No,42.58%,20.32%,9.78 ms,2025-04-22T09:44:13.521604
RBT-CVM-01,NTNX-J3014837-A/AHV,172.31.70.13 | 172.31.70.142 | 172.31.70.170,10,32 GiB,227.24 GiB / 300 GiB,19,3,295 KBps,Yes,No,96.24%,18.96%,5.21 ms,2025-04-22T09:44:13.521604
RBT-CVM-02,NTNX-J3014839-A/AHV,172.31.70.14 | 172.31.70.143 | 172.31.70.171,10,32 GiB,19.1 GiB / 300 GiB,0,1,9 KBps,Yes,No,17.44%,82.77%,9.85 ms,2025-04-22T09:44:13.521604
RBT-IVR-MMS-01,NTNX-J302KCTX-A/AHV,172.31.70.9 | 172.31.70.74 | 172.31.70.105 | 172.31.70.138,8,24 GiB,214.61 GiB / 300 GiB,0,2,40 KBps,Yes,No,73.55%,51.65%,7.35 ms,2025-04-22T09:44:13.521604
RBT-IVR-MMS-02,NTNX-J3014839-A/AHV,172.31.70.10 | 172.31.70.75 | 172.31.70.106 | 172.31.70.139,8,24 GiB,54.11 GiB / 300 GiB,0,0,17 KBps,Yes,No,33.23%,56.56%,4.05 ms,2025-04-22T09:44:13.521604
RBT-Test-Servers,NTNX-J30212D6-A/AHV,172.31.70.21 | 172.31.70.76 | 172.31.70.107 | 172.31.70.150 | 172.31.70.172,8,16 GiB,128.67 GiB / 200 GiB,0,0,2 KBps,Yes,No,4.11%,90.39%,9.15 ms,2025-04-22T09:44:13.521604
RBT-TonePlayer-01,NTNX-J900RCNW-A/AHV,172.31.70.6 | 172.31.70.71 | 172.31.70.102 | 172.31.70.135,8,32 GiB,150.84 GiB / 200 GiB,1,2,465 KBps,Yes,No,64.37%,66.23%,4.43 ms,2025-04-22T09:44:13.521604
RBT-TonePlayer-02,NTNX-J3014838-A/AHV,172.31.70.7 | 172.31.70.72 | 172.31.70.103 | 172.31.70.136,8,32 GiB,113.24 GiB / 200 GiB,0,2,289 KBps,Yes,No,34.37%,0.40%,6.17 ms,2025-04-22T09:44:13.521604
RBT-Web-Server-01,NTNX-J30212D6-A/AHV,172.31.70.19 | 172.31.70.148 | 172.31.70.196,8,32 GiB,54.53 GiB / 100 GiB,0,0,4 KBps,Yes,No,43.95%,89.09%,3.61 ms,2025-04-22T09:44:13.521604
RBT-Web-Server-02,NTNX-J3014839-A/AHV,172.31.70.20 | 172.31.70.149 | 172.31.70.197,8,32 GiB,37.62 GiB / 100 GiB,0,0,4 KBps,Yes,No,50.47%,40.81%,3.57 ms,2025-04-22T09:44:13.521604
SDWAN-HUAWEI-PoC01,,,32,256 GiB,26.67 GiB / 2.13 TiB,-,-,-,Yes,No,13.50%,73.76%,4.47 ms,2025-04-22T09:44:13.521604
SDWAN-VBOND-01,NTNX-J9023FVM-A/AHV,196.203.83.218,4,4 GiB,527.1 MiB / 10.5 GiB,0,0,5 KBps,Yes,No,30.38%,87.48%,9.97 ms,2025-04-22T09:44:13.521604
SDWAN-VBOND-02,NTNX-J9023FVL-A/AHV,196.203.83.219,4,4 GiB,502.58 MiB / 10.5 GiB,0,0,6 KBps,Yes,No,78.91%,35.58%,4.75 ms,2025-04-22T09:44:13.521604
SDWAN-VSMART-01,NTNX-J9023FVL-A/AHV,196.203.83.220,2,4 GiB,376.32 MiB / 10.5 GiB,0,0,4 KBps,Yes,No,33.08%,6.64%,1.88 ms,2025-04-22T09:44:13.521604
SDWAN-VSMART-02,NTNX-J9023FVM-A/AHV,196.203.83.221,2,4 GiB,374.79 MiB / 10.5 GiB,0,0,2 KBps,Yes,No,30.27%,10.71%,2.88 ms,2025-04-22T09:44:13.521604
SEC-BACKUP01,,,8,4 GiB,14.72 GiB / 540 GiB,-,-,-,Yes,No,4.01%,16.57%,2.01 ms,2025-04-22T09:44:13.521604
SEC-FortiAnalyzer01,NTNX-J30212D6-A/AHV,192.168.60.70,4,8 GiB,295.08 GiB / 302 GiB,0,3,37 KBps,Yes,No,39.69%,38.12%,5.67 ms,2025-04-22T09:44:13.521604
SEC-FortiAnalyzer01_clone09092024,,,4,8 GiB,294.85 GiB / 302 GiB,-,-,-,Yes,No,44.95%,4.84%,1.64 ms,2025-04-22T09:44:13.521604
SEC-FortiManager01,NTNX-J30212D6-A/AHV,192.168.60.71,4,8 GiB,92.88 GiB / 102 GiB,0,2,20 KBps,Yes,No,51.57%,9.48%,8.08 ms,2025-04-22T09:44:13.521604
SEC-MGMT01,NTNX-J3014837-A/AHV,192.168.60.73 | 172.22.3.105,4,8 GiB,18.45 GiB / 505.36 GiB,0,0,0 KBps,Yes,No,44.75%,43.55%,5.93 ms,2025-04-22T09:44:13.521604
SEC-SIEM-01,NTNX-J3014837-A/AHV,192.168.60.72,4,8 GiB,5.81 GiB / 50 GiB,0,1,9 KBps,Yes,No,11.93%,75.21%,9.04 ms,2025-04-22T09:44:13.521604
SEC-Ubuntu01,NTNX-J30212D6-A/AHV,192.168.60.67,8,4 GiB,3.14 GiB / 500 GiB,0,0,0 KBps,Yes,No,97.72%,54.21%,4.30 ms,2025-04-22T09:44:13.521604
SEC-Ubuntu02,,,8,4 GiB,4.97 GiB / 500 GiB,-,-,-,Yes,No,42.92%,31.85%,5.03 ms,2025-04-22T09:44:13.521604
SEC-VPN01,,,8,4 GiB,9.14 GiB / 100 GiB,-,-,-,Yes,No,41.59%,64.20%,7.60 ms,2025-04-22T09:44:13.521604
Sotetel-Test,NTNX-J9023FVL-A/AHV,192.168.60.40,8,8 GiB,3.76 TiB / 4.16 TiB,0,1,10 KBps,Yes,No,64.52%,60.06%,4.02 ms,2025-04-22T09:44:13.521604
Template-win2012Server,,,2,4 GiB,8.71 GiB / 40.05 GiB,-,-,-,Yes,No,55.80%,24.75%,5.27 ms,2025-04-22T09:44:13.521604
test-VM,,,4,8 GiB,13.58 GiB / 105.21 GiB,-,-,-,Yes,No,31.31%,55.37%,8.97 ms,2025-04-22T09:44:13.521604
TEST-WIN-Tt2011,NTNX-J9023FVM-A/AHV,192.168.60.41 | 172.22.3.107 | 10.255.255.38,8,8 GiB,46.69 GiB / 55.65 GiB,0,4,36 KBps,Yes,No,6.60%,4.21%,6.72 ms,2025-04-22T09:44:13.521604
UBCI-AD01,,,1,3 GiB,8.02 GiB / 20 GiB,-,-,-,Yes,No,13.24%,66.31%,4.93 ms,2025-04-22T09:44:13.521604
Ubuntu,NTNX-J900RCNW-A/AHV,196.203.83.234,2,16 GiB,10.44 GiB / 100 GiB,0,0,3 KBps,Yes,No,39.19%,13.52%,1.81 ms,2025-04-22T09:44:13.521604
Ubuntu_Walid,NTNX-J3014836-A/AHV,192.168.60.5,8,16 GiB,11.64 GiB / 200 GiB,0,2,24 KBps,Yes,No,50.29%,68.59%,6.34 ms,2025-04-22T09:44:13.521604
VBR01,NTNX-J30212D6-A/AHV,,16,24 GiB,31.3 GiB / 604.63 GiB,0,1,7 KBps,Yes,No,42.59%,66.34%,5.90 ms,2025-04-22T09:44:13.521604
VeeamProxy,,,4,4 GiB,1.66 GiB / 50 GiB,-,-,-,Yes,No,4.91%,47.73%,4.32 ms,2025-04-22T09:44:13.521604
VMS-Mngt,NTNX-J900RCNW-A/AHV,172.31.71.10 | 172.31.71.60,12,64 GiB,842.31 GiB / 1.17 TiB,0,39,502 KBps,Yes,No,60.08%,46.74%,9.58 ms,2025-04-22T09:44:13.521604
VMS-PREPROD01,NTNX-J3014839-A/AHV,172.31.71.11 | 172.31.71.61 | 172.31.71.24 | 172.31.71.74 | 172.31.71.42,4,8 GiB,26.56 GiB / 300 GiB,0,0,3 KBps,Yes,No,18.40%,82.17%,1.04 ms,2025-04-22T09:44:13.521604
VMS-UMS01,NTNX-J3014836-A/AHV,172.31.71.3 | 172.31.71.51 | 172.31.71.19 | 172.31.71.69 | 172.31.71.35,12,64 GiB,518.17 GiB / 700 GiB,1,15,398 KBps,Yes,No,67.35%,10.19%,2.87 ms,2025-04-22T09:44:13.521604
VMS-UMS02,NTNX-J302KCTX-A/AHV,172.31.71.4 | 172.31.71.52 | 172.31.71.20 | 172.31.71.70 | 172.31.71.36,12,64 GiB,453.97 GiB / 700 GiB,1,17,483 KBps,Yes,No,42.29%,10.14%,7.73 ms,2025-04-22T09:44:13.521604
VMS-UMS03,NTNX-J3014839-A/AHV,172.31.71.5 | 172.31.71.53 | 172.31.71.21 | 172.31.71.71 | 172.31.71.37,12,64 GiB,525.68 GiB / 700 GiB,1,12,380 KBps,Yes,No,47.59%,92.10%,6.20 ms,2025-04-22T09:44:13.521604
VMS-UMS04,NTNX-J3014836-A/AHV,172.31.71.6 | 172.31.71.54 | 172.31.71.22 | 172.31.71.72 | 172.31.71.38,12,64 GiB,404.1 GiB / 700 GiB,2,17,1.95 MBps,Yes,No,5.11%,84.11%,1.38 ms,2025-04-22T09:44:13.521604
VMS-UMS05,NTNX-J302KCTX-A/AHV,172.31.71.7 | 172.31.71.55 | 172.31.71.23 | 172.31.71.73 | 172.31.71.39,12,64 GiB,549.32 GiB / 700 GiB,1,31,732 KBps,Yes,No,88.07%,42.41%,7.02 ms,2025-04-22T09:44:13.521604
VMS-VSL01,NTNX-J900RCNW-A/AHV,172.31.71.8 | 172.31.71.56,8,16 GiB,70.9 GiB / 600 GiB,0,2,50 KBps,Yes,No,81.99%,63.48%,5.29 ms,2025-04-22T09:44:13.521604
VMS-VSL02,NTNX-J3014839-A/AHV,172.31.71.9 | 172.31.71.57,8,16 GiB,43.21 GiB / 600 GiB,0,0,28 KBps,Yes,No,51.87%,83.44%,9.51 ms,2025-04-22T09:44:13.521604
VMS-VVG01,NTNX-J3014839-A/AHV,172.31.71.67 | 172.31.71.58 | 172.31.71.40,8,16 GiB,13.32 GiB / 300 GiB,0,0,3 KBps,Yes,No,54.10%,19.54%,4.89 ms,2025-04-22T09:44:13.521604
VMS-VVG02,NTNX-J3014839-A/AHV,172.31.71.68 | 172.31.71.59 | 172.31.71.41,8,16 GiB,13.55 GiB / 300 GiB,0,0,3 KBps,Yes,No,97.69%,10.39%,8.98 ms,2025-04-22T09:44:13.521604
VOIP_MITEL-MBG01,NTNX-J9023FVL-A/AHV,10.1.12.4,2,4 GiB,6.64 GiB / 40 GiB,0,3,20 KBps,Yes,No,24.75%,93.06%,9.48 ms,2025-04-22T09:44:13.521604
VOIP_MITEL-MICOLLAB01,NTNX-J9023FVM-A/AHV,10.1.12.3,4,16 GiB,5.11 GiB / 100 GiB,0,1,7 KBps,Yes,No,35.50%,52.74%,8.43 ms,2025-04-22T09:44:13.521604
VOIP_MITEL-MX_ONE01,NTNX-J9023FVN-A/AHV,10.1.12.2 | 10.1.12.5,2,6 GiB,30.13 GiB / 255.95 GiB,0,7,47 KBps,Yes,No,96.98%,2.83%,7.84 ms,2025-04-22T09:44:13.521604
VSA-MNR-BE01,NTNX-J302KCTX-A/AHV,172.30.8.149,6,48 GiB,417.62 GiB / 0.98 TiB,0,46,269 KBps,Yes,No,52.78%,58.70%,3.01 ms,2025-04-22T09:44:13.521604
VSA-MNR-BE02,NTNX-J3014837-A/AHV,172.30.8.150,6,48 GiB,841.33 GiB / 1.17 TiB,0,2,101 KBps,Yes,No,51.71%,83.35%,3.40 ms,2025-04-22T09:44:13.521604
VSA-MNR-BE03,NTNX-J3014838-A/AHV,172.30.8.151,6,48 GiB,919.45 GiB / 1.17 TiB,0,2014,17.29 MBps,Yes,No,17.30%,41.82%,3.51 ms,2025-04-22T09:44:13.521604
VSA-MNR-COL01,NTNX-J3014837-A/AHV,172.30.8.152 | 172.30.7.184 | 10.5.11.87 | 172.30.7.151 | 10.255.255.55 | 172.30.7.247 | 172.30.7.215,4,12 GiB,44.51 GiB / 170 GiB,0,2,17 KBps,Yes,No,61.81%,16.94%,6.77 ms,2025-04-22T09:44:13.521604
VSA-MNR-COL02,NTNX-J900RCNW-A/AHV,172.30.8.153 | 172.30.7.185 | 10.5.11.88 | 172.30.7.152 | 10.255.255.56 | 172.30.7.248 | 172.30.7.216,4,12 GiB,49.59 GiB / 170 GiB,0,1,7 KBps,Yes,No,40.52%,53.44%,6.40 ms,2025-04-22T09:44:13.521604
VSA-MNR-COL03,NTNX-J302KCTX-A/AHV,172.30.8.154,4,12 GiB,9.64 GiB / 170 GiB,0,1,19 KBps,Yes,No,75.04%,6.30%,6.19 ms,2025-04-22T09:44:13.521604
VSA-MNR-FE01,NTNX-J302KCTX-A/AHV,172.30.8.146,6,42 GiB,85.4 GiB / 120 GiB,0,3,16 KBps,Yes,No,69.58%,80.92%,9.76 ms,2025-04-22T09:44:13.521604
VSA-MNR-FE02,NTNX-J3014837-A/AHV,172.30.8.147,6,42 GiB,81.55 GiB / 120 GiB,0,1,15 KBps,Yes,No,85.23%,68.13%,4.53 ms,2025-04-22T09:44:13.521604
VSA-MNR-FE03,NTNX-J302KCTX-A/AHV,172.30.8.148,6,42 GiB,85.56 GiB / 120 GiB,0,0,4 KBps,Yes,No,88.40%,8.57%,1.07 ms,2025-04-22T09:44:13.521604
VSA-NCM01,NTNX-J3014837-A/AHV,172.30.8.155 | 172.22.3.100 | 172.30.7.145 | 10.255.255.49 | 172.30.7.241 | 172.30.7.209,4,16 GiB,30.21 GiB / 500 GiB,0,4,26 KBps,Yes,No,81.16%,23.55%,9.96 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-AGG01,NTNX-J3014837-A/AHV,172.30.8.133 | 172.30.7.165,6,36 GiB,26.74 GiB / 120 GiB,0,0,1 KBps,Yes,No,50.72%,59.29%,4.44 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-AGG02,NTNX-J302KCTX-A/AHV,172.30.8.134 | 172.30.7.166,6,36 GiB,20.88 GiB / 120 GiB,0,0,1 KBps,Yes,No,50.27%,37.01%,9.84 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-AGG03,NTNX-J30212D6-A/AHV,172.30.8.135,6,36 GiB,19.17 GiB / 120 GiB,0,0,0 KBps,Yes,No,88.81%,12.70%,1.49 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-AGG04,NTNX-J302KCTX-A/AHV,172.30.8.136,6,36 GiB,20.47 GiB / 120 GiB,0,0,1 KBps,Yes,No,76.83%,1.18%,4.68 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-APM01,NTNX-J30212D6-A/AHV,172.30.8.140 | 172.30.7.172 | 10.5.11.75 | 172.30.7.139 | 10.255.255.43 | 172.30.7.235 | 172.30.7.203,16,96 GiB,36.23 GiB / 120 GiB,0,0,0 KBps,Yes,No,30.39%,71.37%,5.46 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-APM02,NTNX-J30212D6-A/AHV,172.30.8.141 | 172.30.7.173 | 10.5.11.76 | 172.30.7.140 | 10.255.255.44 | 172.30.7.236 | 172.30.7.204,16,96 GiB,19.2 GiB / 120 GiB,0,0,0 KBps,Yes,No,13.47%,62.87%,1.52 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-APM03,NTNX-J30212D6-A/AHV,172.30.8.142 | 172.30.7.174 | 10.5.11.77 | 172.30.7.141 | 10.255.255.45 | 172.30.7.237 | 172.30.7.205,16,96 GiB,19.6 GiB / 120 GiB,0,0,0 KBps,Yes,No,81.39%,48.35%,7.78 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-APM04,NTNX-J30212D6-A/AHV,172.30.8.143 | 172.30.7.175 | 10.5.11.78 | 172.30.7.142 | 10.255.255.37 | 172.30.7.238 | 172.30.7.206,16,96 GiB,18.97 GiB / 120 GiB,0,0,0 KBps,Yes,No,87.65%,54.33%,6.70 ms,2025-04-22T09:44:13.521604
VSA-SMARTS-MPLS01,NTNX-J9023FVM-A/AHV,172.30.8.144 | 172.30.7.176 | 10.5.11.68 | 172.30.7.132 | 10.255.255.47 | 172.30.7.228 | 172.30.7.196,4,32 GiB,22.61 GiB / 120 GiB,0,0,2 KBps,Yes,No,49.63%,17.84%,7.32 ms,2025-04-22T09:44:13.521604
